id;nome;estado_id;codigo_ibge;;;44;Nossa Senhora do Livramento Monsenhor Tabosa
4353;Engenho Acorizal;13;0;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Engenho Acorizal','0','13');;
4354;Engenho Velho Santo Antônio do Leverger;13;0;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Engenho Velho Santo Antônio do Leverger','0','13');;
4355;Entre Rios Dom Aquino;13;0;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Entre Rios Dom Aquino','0','13');;
4356;Estrela do Leste Guiratinga;13;0;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Estrela do Leste Guiratinga','0','13');;
4357;Faval Nossa Senhora do Livramento;13;0;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Faval Nossa Senhora do Livramento','0','13');;
4358;Fazenda de Cima Poconé;13;0;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Fazenda de Cima Poconé','0','13');;
4359;Feliz Natal;13;3700;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Feliz Natal','3700','13');;
4360;Figueirópolis D Oeste;13;3809;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Figueirópolis D Oeste','3809','13');;
4361;Filadélfia Juína;13;0;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Filadélfia Juína','0','13');;
4362;Flor da Serra Guarantã do Norte;13;0;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Flor da Serra Guarantã do Norte','0','13');;
4363;Fontanilhas Castanheira;13;0;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Fontanilhas Castanheira','0','13');;
4364;Gaúcha do Norte;13;3858;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Gaúcha do Norte','3858','13');;
4365;General Carneiro;13;3908;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('General Carneiro','3908','13');;
4366;Glória D Oeste;13;3957;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Glória D Oeste','3957','13');;
4367;Guarantã do Norte;13;4104;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Guarantã do Norte','4104','13');;
4368;Guarita Várzea Grande;13;0;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Guarita Várzea Grande','0','13');;
4369;Guiratinga;13;4203;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Guiratinga','4203','13');;
4370;Horizonte do Oeste Cáceres;13;0;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Horizonte do Oeste Cáceres','0','13');;
4371;Indianápolis Barra do Garças;13;0;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Indianápolis Barra do Garças','0','13');;
4372;Indiavaí;13;4500;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Indiavaí','4500','13');;
4373;Irenópolis Juscimeira;13;0;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Irenópolis Juscimeira','0','13');;
4374;Itamarati Norte Tangará da Serra;13;0;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Itamarati Norte Tangará da Serra','0','13');;
4375;Itaúba;13;4559;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Itaúba','4559','13');;
4376;Itiquira;13;4609;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Itiquira','4609','13');;
4377;Jaciara;13;4807;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Jaciara','4807','13');;
4378;Jangada;13;4906;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Jangada','4906','13');;
4379;Jarudore Poxoréo;13;0;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Jarudore Poxoréo','0','13');;
4380;Jatobá Jaciara;13;0;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Jatobá Jaciara','0','13');;
4381;Jauru;13;5002;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Jauru','5002','13');;
4382;Joselândia Barão de Melgaço;13;0;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Joselândia Barão de Melgaço','0','13');;
4383;Juara;13;5101;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Juara','5101','13');;
4384;Juína;13;5150;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Juína','5150','13');;
4385;Juruena;13;5176;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Juruena','5176','13');;
4386;Juscimeira;13;5200;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Juscimeira','5200','13');;
4387;Lambari D Oeste;13;5234;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Lambari D Oeste','5234','13');;
4388;Lavouras Alto Paraguai;13;0;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Lavouras Alto Paraguai','0','13');;
4389;Lucas do Rio Verde;13;5259;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Lucas do Rio Verde','5259','13');;
4390;Lucialva Jauru;13;0;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Lucialva Jauru','0','13');;
4391;Luciara;13;5309;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Luciara','5309','13');;
4392;Machado Cuiabá;13;0;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Machado Cuiabá','0','13');;
4393;Marcelândia;13;5580;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Marcelândia','5580','13');;
4394;Marzagão Rosário Oeste;13;0;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Marzagão Rosário Oeste','0','13');;
4395;Mata Dentro Cuiabá;13;0;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Mata Dentro Cuiabá','0','13');;
4396;Matupá;13;5606;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Matupá','5606','13');;
4397;Mimoso Santo Antônio do Leverger;13;0;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Mimoso Santo Antônio do Leverger','0','13');;
4398;Mirassol D Oeste;13;5622;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Mirassol D Oeste','5622','13');;
4399;Nobres;13;5903;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Nobres','5903','13');;
4400;Nonoai do Norte Colíder;13;0;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Nonoai do Norte Colíder','0','13');;
4401;Nortelândia;13;6000;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Nortelândia','6000','13');;
4402;Nossa Senhora da Guia Cuiabá;13;0;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Nossa Senhora da Guia Cuiabá','0','13');;
4403;Nossa Senhora do Livramento;13;6109;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Nossa Senhora do Livramento','6109','13');;
4404;Nova Alvorada Comodoro;13;0;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Nova Alvorada Comodoro','0','13');;
4405;Nova Bandeirantes;13;6158;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Nova Bandeirantes','6158','13');;
4406;Nova Brasilândia;13;6208;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Nova Brasilândia','6208','13');;
4407;Nova Brasília Nova Xavantina;13;0;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Nova Brasília Nova Xavantina','0','13');;
4408;Nova Canãa do Norte;13;6216;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Nova Canãa do Norte','6216','13');;
4409;Nova Catanduva Rondonópolis;13;0;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Nova Catanduva Rondonópolis','0','13');;
4410;Nova Galileia Rondonópolis;13;0;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Nova Galileia Rondonópolis','0','13');;
4411;Nova Guarita;13;8808;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Nova Guarita','8808','13');;
4412;Nova Lacerda;13;6182;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Nova Lacerda','6182','13');;
4413;Nova Marilândia;13;8857;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Nova Marilândia','8857','13');;
4414;Nova Maringá;13;8907;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Nova Maringá','8907','13');;
4415;Nova Monte Verde;13;8956;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Nova Monte Verde','8956','13');;
4416;Nova Mutum;13;6224;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Nova Mutum','6224','13');;
4417;Nova Olímpia;13;6232;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Nova Olímpia','6232','13');;
4418;Nova Ubiratã;13;6240;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Nova Ubiratã','6240','13');;
4419;Nova Xavantina;13;6257;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Nova Xavantina','6257','13');;
4420;Novo Diamantino Diamantino;13;0;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Novo Diamantino Diamantino','0','13');;
4421;Novo Eldorado Tapurah;13;0;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Novo Eldorado Tapurah','0','13');;
4422;Novo Horizonte do Norte;13;6273;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Novo Horizonte do Norte','6273','13');;
4423;Novo Mundo;13;6265;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Novo Mundo','6265','13');;
4424;Novo Paraná Porto dos Gaúchos;13;0;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Novo Paraná Porto dos Gaúchos','0','13');;
4425;Novo São Joaquim;13;6281;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Novo São Joaquim','6281','13');;
4426;Padronal Comodoro;13;0;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Padronal Comodoro','0','13');;
4427;Pai André Várzea Grande;13;0;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Pai André Várzea Grande','0','13');;
4428;Paraíso do Leste Poxoréo;13;0;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Paraíso do Leste Poxoréo','0','13');;
4429;Paranaitá;13;6299;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Paranaitá','6299','13');;
4430;Paranatinga;13;6307;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Paranatinga','6307','13');;
4431;Passagem da Conceição Várzea Grande;13;0;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Passagem da Conceição Várzea Grande','0','13');;
4432;Pedra Preta;13;6372;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Pedra Preta','6372','13');;
4433;Peixoto de Azevedo;13;6422;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Peixoto de Azevedo','6422','13');;
4434;Pirizal Nossa Senhora do Livramento;13;0;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Pirizal Nossa Senhora do Livramento','0','13');;
4435;Placa de Santo Antônio Juscimeira;13;0;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Placa de Santo Antônio Juscimeira','0','13');;
4436;Planalto da Serra;13;6455;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Planalto da Serra','6455','13');;
4437;Poconé;13;6505;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Poconé','6505','13');;
4438;Pombas Dom Aquino;13;0;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Pombas Dom Aquino','0','13');;
4439;Pontal do Araguaia;13;6653;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Pontal do Araguaia','6653','13');;
4440;Ponte Branca;13;6703;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Ponte Branca','6703','13');;
4441;Ponte de Pedra Rondonópolis;13;0;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Ponte de Pedra Rondonópolis','0','13');;
4442;Pontes e Lacerda;13;6752;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Pontes e Lacerda','6752','13');;
4443;Pontinópolis São Félix do Araguaia;13;0;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Pontinópolis São Félix do Araguaia','0','13');;
4444;Porto Alegre do Norte;13;6778;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Porto Alegre do Norte','6778','13');;
4445;Porto dos Gaúchos;13;6802;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Porto dos Gaúchos','6802','13');;
4446;Porto Esperidião;13;6828;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Porto Esperidião','6828','13');;
4447;Porto Estrela;13;6851;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Porto Estrela','6851','13');;
4448;Poxoréo;13;7008;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Poxoréo','7008','13');;
4449;Praia Rica Chapada dos Guimarães;13;0;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Praia Rica Chapada dos Guimarães','0','13');;
4450;Primavera Sorriso;13;0;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Primavera Sorriso','0','13');;
4451;Primavera do Leste;13;7040;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Primavera do Leste','7040','13');;
4452;Progresso Tangará da Serra;13;0;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Progresso Tangará da Serra','0','13');;
4453;Querência;13;7065;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Querência','7065','13');;
4454;Rancharia Nova Brasilândia;13;0;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Rancharia Nova Brasilândia','0','13');;
4455;Reserva do Cabaçal;13;7156;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Reserva do Cabaçal','7156','13');;
4456;Ribeirão Cascalheira;13;7180;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Ribeirão Cascalheira','7180','13');;
4457;Ribeirão dos Cocais Nossa Senhora do Livramento;13;0;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Ribeirão dos Cocais Nossa Senhora do Livramento','0','13');;
4458;Ribeirãozinho;13;7198;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Ribeirãozinho','7198','13');;
4459;Rio Branco;13;7206;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Rio Branco','7206','13');;
4460;Rio Manso Nova Brasilândia;13;0;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Rio Manso Nova Brasilândia','0','13');;
4461;Riolândia Nova Brasilândia;13;0;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Riolândia Nova Brasilândia','0','13');;
4462;Rondonópolis;13;7602;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Rondonópolis','7602','13');;
4463;Rosário Oeste;13;7701;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Rosário Oeste','7701','13');;
4464;Salto do Céu;13;7750;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Salto do Céu','7750','13');;
4465;Sangradouro Barra do Garças;13;0;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Sangradouro Barra do Garças','0','13');;
4466;Santa Carmem;13;7248;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Santa Carmem','7248','13');;
4467;Santa Elvira Juscimeira;13;0;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Santa Elvira Juscimeira','0','13');;
4468;Santa Fé São José dos Quatro Marcos;13;0;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Santa Fé São José dos Quatro Marcos','0','13');;
4469;Santa Rita Nobres;13;0;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Santa Rita Nobres','0','13');;
4470;Santa Terezinha;13;7776;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Santa Terezinha','7776','13');;
4471;Santaninha Vila Rica;13;0;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Santaninha Vila Rica','0','13');;
4472;Santo Afonso;13;7263;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Santo Afonso','7263','13');;
4473;Santo Antônio do Leverger;13;7800;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Santo Antônio do Leverger','7800','13');;
4474;Santo Antônio do Rio Bonito Sorriso;13;0;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Santo Antônio do Rio Bonito Sorriso','0','13');;
4475;São Cristovão Sinop;13;0;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('São Cristovão Sinop','0','13');;
4476;Vale de São Domingos;13;8352;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Vale de São Domingos','8352','13');;
4477;São Félix do Araguaia;13;7859;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('São Félix do Araguaia','7859','13');;
4478;São Joaquim Tangará da Serra;13;0;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('São Joaquim Tangará da Serra','0','13');;
4479;São Jorge Comodoro;13;0;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('São Jorge Comodoro','0','13');;
4480;São José Comodoro;13;0;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('São José Comodoro','0','13');;
4481;São José do Apuí Alta Floresta;13;0;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('São José do Apuí Alta Floresta','0','13');;
4482;São José do Planalto Pedra Preta;13;0;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('São José do Planalto Pedra Preta','0','13');;
4483;São José do Povo;13;7297;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('São José do Povo','7297','13');;
4484;São José do Rio Claro;13;7305;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('São José do Rio Claro','7305','13');;
4485;São José do Xingu;13;7354;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('São José do Xingu','7354','13');;
4486;São José dos Quatro Marcos;13;7107;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('São José dos Quatro Marcos','7107','13');;
4487;São Lourenço de Fátima Juscimeira;13;0;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('São Lourenço de Fátima Juscimeira','0','13');;
4488;São Pedro da Cipa;13;7404;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('São Pedro da Cipa','7404','13');;
4489;São Vicente Cuiabá;13;0;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('São Vicente Cuiabá','0','13');;
4490;Sapezal;13;7875;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Sapezal','7875','13');;
4491;Selma Jaciara;13;0;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Selma Jaciara','0','13');;
4492;Serra Nova Dourada;13;7883;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Serra Nova Dourada','7883','13');;
4493;Sinop;13;7909;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Sinop','7909','13');;
4494;Sonho Azul Mirassol D Oeste;13;0;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Sonho Azul Mirassol D Oeste','0','13');;
4495;Sorriso;13;7925;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Sorriso','7925','13');;
4496;Sumidouro Diamantino;13;0;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Sumidouro Diamantino','0','13');;
4497;Tabaporã;13;7941;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Tabaporã','7941','13');;
4498;Tangará da Serra;13;7958;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Tangará da Serra','7958','13');;
4499;Tapirapua Barra do Bugres;13;0;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Tapirapua Barra do Bugres','0','13');;
4500;Tapurah;13;8006;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Tapurah','8006','13');;
4501;Terra Nova do Norte;13;8055;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Terra Nova do Norte','8055','13');;
4502;Terra Roxa Juína;13;0;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Terra Roxa Juína','0','13');;
4503;Tesouro;13;8105;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Tesouro','8105','13');;
4504;Toricueyje Barra do Garças;13;0;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Toricueyje Barra do Garças','0','13');;
4505;Torixoréu;13;8204;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Torixoréu','8204','13');;
4506;Três Pontes Rondonópolis;13;0;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Três Pontes Rondonópolis','0','13');;
4507;União do Sul;13;8303;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('União do Sul','8303','13');;
4508;Vale dos Sonhos Barra do Garças;13;0;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Vale dos Sonhos Barra do Garças','0','13');;
4509;Vale Rico Guiratinga;13;0;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Vale Rico Guiratinga','0','13');;
4510;Varginha Santo Antônio do Leverger;13;0;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Varginha Santo Antônio do Leverger','0','13');;
4511;Várzea Grande;13;8402;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Várzea Grande','8402','13');;
4512;Vera;13;8501;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Vera','8501','13');;
4513;Vila Atlântica Marcelândia;13;0;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Vila Atlântica Marcelândia','0','13');;
4514;Vila Bela da Santíssima Trindade;13;5507;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Vila Bela da Santíssima Trindade','5507','13');;
4515;Vila Bueno Rondonópolis;13;0;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Vila Bueno Rondonópolis','0','13');;
4516;Vila Mutum Alta Floresta;13;0;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Vila Mutum Alta Floresta','0','13');;
4517;Vila Operária Rondonópolis;13;0;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Vila Operária Rondonópolis','0','13');;
4518;Vila Paulista Rondonópolis;13;0;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Vila Paulista Rondonópolis','0','13');;
4519;Vila Progresso Salto do Céu;13;0;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Vila Progresso Salto do Céu','0','13');;
4520;Vila Rica;13;8600;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Vila Rica','8600','13');;
4521;Novo Santo Antônio;13;6315;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Novo Santo Antônio','6315','13');;
4522;Abaetetuba;14;107;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Abaetetuba','107','14');;
4523;Abel Figueiredo;14;131;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Abel Figueiredo','131','14');;
4524;Acará;14;206;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Acará','206','14');;
4525;Afuá;14;305;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Afuá','305','14');;
4526;Agrópolis Bela Vista Santarém;14;0;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Agrópolis Bela Vista Santarém','0','14');;
4527;Água Azul do Norte;14;347;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Água Azul do Norte','347','14');;
4528;Água Fria Xinguara;14;0;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Água Fria Xinguara','0','14');;
4529;Alenquer;14;404;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Alenquer','404','14');;
4530;Algodoal Maracanã;14;0;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Algodoal Maracanã','0','14');;
4531;Almeirim;14;503;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Almeirim','503','14');;
4532;Almoço Bragança;14;0;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Almoço Bragança','0','14');;
4533;Alta Pará Santarém;14;0;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Alta Pará Santarém','0','14');;
4534;Altamira;14;602;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Altamira','602','14');;
4535;Alter do Chão Santarém;14;0;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Alter do Chão Santarém','0','14');;
4536;Alvorada Itaituba;14;0;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Alvorada Itaituba','0','14');;
4537;Americano Santa Isabel do Pará;14;0;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Americano Santa Isabel do Pará','0','14');;
4538;Anajás;14;701;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Anajás','701','14');;
4539;Ananindeua;14;800;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Ananindeua','800','14');;
4540;Anapu;14;859;;INSERT INTO Cidades(nome,codIbge,fk_idEstado_estado) VALUES ('Anapu','859','14');;
